NDVI,NDRE,GNDVI,Serapan_K
0.7335,0.7705,0.6068,39.44
0.6164,0.5274,0.5726,40.27
0.8749,0.7323,0.8892,54.04
0.3934,0.3267,0.3678,21.11
0.7534,0.6264,0.5219,39.88
0.2604,0.2526,0.1452,16.27
0.95,0.9037,0.95,58.01
0.8251,0.7001,0.8134,42.75
0.4938,0.3663,0.4768,24.53
0.4338,0.4187,0.304,25.43
0.4949,0.3854,0.493,31.06
0.7665,0.5483,0.637,40.35
0.95,0.95,0.95,56.86
0.6228,0.4889,0.4819,30.11
0.2213,0.2462,0.2281,21.49
0.443,0.4326,0.3759,26.34
0.58,0.4901,0.555,32.06
0.6062,0.3961,0.5359,29.53
0.5356,0.4661,0.4303,27.9
0.2382,0.2079,0.1946,17.77
0.5483,0.4797,0.5142,36.01
0.9217,0.8191,0.9172,48.61
0.3739,0.3346,0.3263,20.28
0.2828,0.3047,0.2924,20.88
0.2626,0.2532,0.2712,20.1
0.4908,0.3851,0.4475,32.97
0.2939,0.1316,0.2523,24.05
0.198,0.1609,0.2118,16.68
0.4071,0.3404,0.3924,24.31
0.349,0.3133,0.3271,21.63
0.3467,0.3573,0.3455,23.91
0.6103,0.5606,0.5898,33.09
0.8247,0.8037,0.8015,46.03
0.7341,0.6198,0.6629,40.54
0.6093,0.5525,0.617,33.15
0.841,0.5942,0.6696,42.74
0.7095,0.5868,0.6672,41.96
0.6643,0.5469,0.6361,37.24
0.3275,0.211,0.4052,15.29
0.3666,0.3429,0.35,23.59
0.5743,0.4774,0.4711,35.6
0.2882,0.3563,0.1956,25.8
0.555,0.4132,0.5339,34.92
0.7249,0.6912,0.797,44.66
0.727,0.6266,0.6915,38.64
0.5094,0.4237,0.506,32.37
0.9273,0.7983,0.9041,50.01
0.5959,0.5931,0.4448,32.75
0.2486,0.2217,0.247,18.83
0.7542,0.65,0.6992,44.04
0.6201,0.504,0.6468,39.75
0.95,0.6811,0.95,52.4
0.8949,0.7886,0.6857,47.53
0.8596,0.6608,0.8418,44.27
0.6614,0.6407,0.618,34.38
0.6864,0.5602,0.5847,45.49
0.4306,0.3552,0.3585,24.41
0.7038,0.6058,0.6599,42.46
0.7962,0.7015,0.7459,42.65
0.95,0.741,0.845,51.49
0.7413,0.5965,0.6683,33.74
0.5933,0.4703,0.5473,33.11
0.7748,0.5882,0.8235,40.49
0.6272,0.5166,0.6866,35.68
0.2111,0.1921,0.1978,15.51
0.483,0.4769,0.4269,34.07
0.6201,0.711,0.5267,43.96
0.2536,0.1998,0.2408,16.79
0.6759,0.5706,0.698,36.64
0.95,0.8442,0.95,53.99
0.7754,0.6701,0.7113,40.4
0.7617,0.6505,0.7439,43.72
0.8876,0.8258,0.7073,52.47
0.95,0.9065,0.95,48.86
0.7823,0.6645,0.7325,45.84
0.134,0.1,0.1202,10.49
0.9473,0.7575,0.931,45.7
0.52,0.4904,0.4882,28.56
0.5878,0.533,0.5992,33.42
0.5413,0.4222,0.5315,33.95
0.4309,0.2595,0.4183,30.83
0.5874,0.5517,0.5262,32.65
0.3353,0.2722,0.2968,19.58
0.3821,0.2588,0.3928,22.14
0.7595,0.623,0.716,44.64
0.1,0.1,0.1,5.84
0.4852,0.4443,0.5347,38.03
0.5808,0.4334,0.4677,29.93
0.7426,0.592,0.7879,48.15
0.603,0.5832,0.5453,29.14
0.3181,0.2477,0.3219,19.24
0.8844,0.779,0.9389,55.46
0.8719,0.699,0.6101,49.55
0.95,0.7991,0.9349,55.26
0.4804,0.3327,0.501,33.61
0.4179,0.4203,0.4028,30.58
0.5389,0.5393,0.4215,37.88
0.5658,0.4201,0.5052,33.6
0.476,0.3544,0.4843,33.28
0.7106,0.5922,0.7009,38.5
0.6371,0.5654,0.5979,41.89
0.9499,0.8313,0.8256,51.62
0.5943,0.4485,0.5504,30.96
0.717,0.61,0.699,35.36
0.5898,0.549,0.5878,37.5
0.7316,0.6659,0.7033,44.99
0.1305,0.1525,0.1263,14.81
0.1889,0.1083,0.2268,20.97
0.513,0.5168,0.5569,37.42
0.4881,0.3381,0.4295,26.53
0.7346,0.6945,0.5626,38.64
0.9268,0.7544,0.8764,53.91
0.95,0.95,0.95,60.0
0.95,0.8529,0.95,55.6
0.184,0.1264,0.1978,15.84
0.4509,0.3339,0.4348,22.91
0.6632,0.6491,0.4812,33.44
0.6172,0.4901,0.5277,32.39
0.8051,0.72,0.7914,49.64
0.1825,0.1588,0.1994,14.42
0.7912,0.5806,0.6681,41.84
0.7833,0.5908,0.7745,44.5
0.3947,0.3367,0.3411,23.62
0.4181,0.3804,0.4083,25.21
0.6203,0.6045,0.4981,35.2
0.5767,0.4175,0.5342,28.01
0.7751,0.6373,0.7607,39.64
0.5031,0.4269,0.4976,26.65
0.8759,0.6872,0.6737,47.92
0.3435,0.3202,0.3166,21.62
0.6703,0.5695,0.7449,46.31
0.8073,0.6689,0.8076,44.86
0.6866,0.5584,0.5644,34.45
0.8618,0.7263,0.8019,51.2
0.7802,0.5615,0.5745,28.29
0.6933,0.5546,0.6089,35.32
0.6606,0.5197,0.5959,31.33
0.3221,0.3096,0.3753,27.67
0.6615,0.5683,0.6893,35.17
0.5403,0.4846,0.4257,36.13
0.6267,0.4973,0.5891,24.64
0.3592,0.4706,0.2262,29.81
0.3827,0.2445,0.3661,22.68
0.821,0.673,0.8693,49.0
0.2673,0.2334,0.2822,22.4
0.441,0.42,0.4207,33.64
0.6601,0.5977,0.5619,42.76
0.8071,0.756,0.9099,48.78
0.3353,0.2433,0.3258,27.22
0.95,0.9323,0.899,57.85
0.8816,0.7134,0.9364,50.34
0.7583,0.6492,0.7953,50.08
0.4312,0.3364,0.4233,30.22
0.4482,0.4884,0.3778,28.48
0.7232,0.5583,0.6791,42.33
0.5269,0.435,0.5014,30.21
0.95,0.6915,0.95,52.97
0.7459,0.664,0.7008,37.03
0.666,0.5966,0.647,41.0
0.7499,0.6448,0.583,37.88
0.6038,0.5378,0.5416,35.7
0.95,0.8246,0.9319,47.94
0.1413,0.1261,0.1534,12.46
0.3624,0.5055,0.3365,30.73
0.3026,0.2684,0.2425,18.25
0.6837,0.5735,0.5737,35.79
0.95,0.9424,0.95,55.96
0.377,0.3193,0.3615,22.99
0.3578,0.3536,0.3647,29.67
0.95,0.7685,0.8541,51.87
0.3772,0.2588,0.2521,26.3
0.2998,0.2732,0.2852,23.69
0.7391,0.5934,0.7149,36.89
0.5001,0.4832,0.4805,33.89
0.3507,0.2024,0.2761,20.35
0.2974,0.3017,0.3236,27.07
0.5443,0.3772,0.5078,28.08
0.603,0.5346,0.5698,39.36
0.95,0.925,0.9289,60.0
0.8439,0.6625,0.7178,46.29
0.2332,0.2966,0.2593,23.78
0.3406,0.3257,0.3391,28.18
0.95,0.9192,0.95,60.0
0.7211,0.5763,0.6561,39.2
0.4288,0.3536,0.4077,28.97
0.6907,0.5746,0.6354,39.51
0.9083,0.739,0.7678,46.07
0.6555,0.5759,0.564,37.0
0.7079,0.5294,0.7195,32.11
0.2797,0.3424,0.1516,23.97
0.7824,0.6544,0.7454,46.57
0.6175,0.4407,0.5452,31.8
0.8363,0.7553,0.7976,47.13
0.5877,0.4765,0.4812,29.79
0.4121,0.3616,0.3739,24.28
0.4408,0.3516,0.3557,30.18
0.4607,0.4088,0.4312,32.52
0.7285,0.5358,0.653,27.8
0.2682,0.383,0.3067,25.61
0.95,0.902,0.95,60.0
0.7367,0.5326,0.6398,41.69
0.7116,0.6334,0.7279,41.25
0.6726,0.57,0.5819,38.68
0.1008,0.1,0.1,11.81
0.4632,0.4499,0.4408,27.1
0.7295,0.7191,0.6039,40.62
0.4408,0.3831,0.4246,29.35
0.663,0.5906,0.628,42.19
0.5422,0.3995,0.432,28.93
0.7813,0.6794,0.7188,42.81
0.5727,0.4005,0.4864,34.77
0.2311,0.1756,0.1967,16.91
0.5488,0.4817,0.506,35.79
0.7036,0.5796,0.6021,45.23
0.6566,0.5391,0.6294,38.68
0.4583,0.5432,0.37,33.77
0.8058,0.6433,0.7818,36.35
0.7356,0.4777,0.5914,29.67
0.2449,0.2013,0.2432,16.38
0.7874,0.6826,0.7755,43.47
0.3801,0.3201,0.3601,25.49
0.6139,0.5204,0.556,30.78
0.3793,0.3235,0.4122,30.05
0.1684,0.2749,0.2009,21.06
0.3555,0.2484,0.334,26.71
0.7243,0.7069,0.7064,44.73
0.5109,0.4155,0.4752,26.78
0.8688,0.7241,0.8093,43.1
0.649,0.5195,0.5677,33.62
0.95,0.7452,0.9251,52.57
0.2493,0.3689,0.1837,26.34
0.6521,0.5211,0.6884,41.79
0.6508,0.5739,0.5096,34.29
0.5338,0.4507,0.5282,30.2
0.3943,0.22,0.3603,21.81
0.502,0.5676,0.4159,37.64
0.4019,0.3843,0.3731,23.48
0.884,0.7422,0.9151,51.85
0.5216,0.3953,0.5434,28.28
0.173,0.1529,0.1742,14.74
0.4714,0.4015,0.439,26.78
0.6331,0.4924,0.5863,44.58
0.514,0.4996,0.4641,37.44
0.5452,0.3995,0.6261,27.13
0.1,0.135,0.1,11.91
0.5752,0.4407,0.4586,29.06
0.8664,0.7712,0.8335,48.73
0.8727,0.7587,0.7152,50.62
0.6579,0.556,0.5984,29.87
0.8827,0.7025,0.7288,40.74
0.6701,0.5794,0.5757,36.15
0.307,0.2794,0.2846,20.97
0.95,0.807,0.9262,49.54
0.4734,0.3451,0.4369,25.34
0.3037,0.2497,0.2908,19.5
0.6275,0.508,0.6164,32.18
0.3736,0.4692,0.4366,31.3
0.3424,0.3277,0.2655,27.84
0.95,0.8449,0.9364,54.05
0.4981,0.365,0.5165,21.68
0.6692,0.6624,0.5269,36.19
0.6713,0.7217,0.6386,45.31
0.317,0.2709,0.304,19.59
0.6304,0.4732,0.4955,29.38
0.1019,0.1056,0.1,13.78
0.49,0.4346,0.4585,33.22
0.95,0.8354,0.95,59.66
0.95,0.8333,0.8325,57.4
0.6124,0.5432,0.5652,31.77
0.6772,0.4703,0.6512,42.69
0.5554,0.6067,0.4662,36.08
0.7079,0.681,0.6407,39.4
0.8422,0.6976,0.7595,47.65
0.6556,0.5327,0.6279,30.81
0.4521,0.325,0.3919,23.62
0.95,0.8941,0.7594,54.27
0.6763,0.5359,0.578,39.53
0.7315,0.5445,0.5951,33.62
0.7776,0.6802,0.7826,51.05
0.4195,0.3102,0.3653,21.75
0.5104,0.42,0.4369,31.51
0.3936,0.3779,0.3592,23.06
0.6175,0.6169,0.4224,33.29
0.95,0.6985,0.9336,54.3
0.8864,0.6606,0.7025,33.39
0.5422,0.4938,0.4404,30.31
0.5434,0.4597,0.4965,29.68
0.95,0.8634,0.8487,56.4
0.506,0.5121,0.4205,34.63
0.95,0.8746,0.95,57.69
0.6681,0.5444,0.6599,40.72
0.4916,0.4743,0.4853,28.25
0.5724,0.3622,0.6305,36.12
0.715,0.6549,0.6918,39.75
0.7996,0.6089,0.7812,43.77
0.7952,0.6416,0.7688,43.34
0.2053,0.1484,0.1,12.66
0.3107,0.3016,0.2926,21.92
0.8945,0.832,0.7597,38.29
0.134,0.1027,0.1552,13.35
0.2045,0.1556,0.1583,12.9
0.7823,0.6691,0.7298,48.77
0.4161,0.3943,0.3817,30.4
0.318,0.2898,0.282,19.74
0.5672,0.5242,0.6076,33.43
0.5763,0.4768,0.6026,36.97
0.5794,0.4736,0.5232,39.36
0.6691,0.4803,0.6433,36.2
0.8367,0.6276,0.8115,46.99
0.8949,0.7362,0.8676,42.97
0.3409,0.2691,0.2925,24.44
0.8707,0.7309,0.8234,46.42
0.6918,0.5948,0.5651,38.78
0.1534,0.1259,0.1422,12.24
0.352,0.2774,0.3451,22.68
0.9279,0.7547,0.92,49.62
0.6296,0.5092,0.6013,38.72
0.5018,0.4336,0.4923,28.29
0.95,0.8926,0.95,51.31
0.9083,0.7136,0.7877,41.48
0.6131,0.452,0.5799,39.06
0.656,0.5085,0.5753,35.11
0.821,0.722,0.6922,39.17
0.4694,0.4346,0.4755,25.14
0.4332,0.3349,0.3888,24.18
0.612,0.5343,0.5691,32.25
0.5206,0.4193,0.6095,33.21
0.8343,0.7288,0.7858,41.29
0.9146,0.6781,0.7691,38.42
0.703,0.6165,0.6696,42.8
0.5395,0.5184,0.4815,28.87
0.7273,0.636,0.635,35.55
0.2567,0.1892,0.2764,15.1
0.4962,0.4393,0.3812,37.74
0.4467,0.3791,0.438,30.36
0.808,0.7299,0.5715,48.1
0.6572,0.577,0.6122,41.43
0.4461,0.4015,0.3722,24.6
0.4639,0.4594,0.4721,29.8
0.8079,0.6575,0.6759,41.73
0.601,0.6096,0.5667,33.28
0.7074,0.5726,0.6062,35.84
0.7176,0.6698,0.6522,33.95
0.7412,0.61,0.6735,39.53
0.914,0.7794,0.8856,56.85
0.3715,0.5447,0.4641,34.29
0.95,0.8847,0.8977,52.15
0.6993,0.6216,0.6553,41.03
0.3406,0.3053,0.3359,26.21
0.7744,0.6602,0.7314,35.12
0.4974,0.4221,0.4568,32.79
0.6611,0.507,0.6371,32.16
0.7055,0.6319,0.5846,43.72
0.8304,0.7885,0.8135,43.34
0.5515,0.4682,0.5254,29.43
0.3539,0.4433,0.375,30.64
0.6565,0.5899,0.6894,35.02
0.95,0.8856,0.95,57.72
0.3264,0.3767,0.2832,27.62
0.95,0.8016,0.95,58.73
0.4814,0.4098,0.459,33.52
0.7156,0.6169,0.6547,38.54
0.6208,0.5198,0.5928,35.51
0.3111,0.1991,0.2792,21.48
0.4883,0.3934,0.4642,32.49
0.7589,0.6936,0.7344,47.51
0.95,0.9104,0.95,55.41
0.5815,0.5567,0.5783,32.04
0.6296,0.5533,0.5585,40.92
0.6703,0.5712,0.6121,39.57
0.3714,0.4481,0.2859,30.54
0.9291,0.9296,0.8723,55.53
0.2308,0.3554,0.2433,24.11
0.5115,0.3879,0.4994,37.66
0.309,0.2922,0.296,21.26
0.6609,0.625,0.5049,36.66
0.4681,0.3457,0.3582,24.41
0.4337,0.3873,0.4116,30.83
0.1,0.1,0.1,6.24
0.9378,0.6844,0.8203,51.05
0.8412,0.7409,0.8348,38.61
0.8013,0.6465,0.7143,51.08
0.5929,0.4809,0.5868,39.17
0.3577,0.3659,0.1557,27.66
0.95,0.8637,0.9334,56.02
0.9428,0.8079,0.8679,55.25
0.2627,0.176,0.2417,18.03
0.7169,0.6085,0.7646,47.33
0.6003,0.5376,0.588,31.23
0.516,0.2255,0.4804,22.59
0.2889,0.2065,0.1702,15.6
0.1043,0.1,0.1016,11.22
0.9026,0.7705,0.8667,52.93
0.6649,0.5431,0.6308,42.64
0.3814,0.2938,0.3612,21.69
0.3595,0.3099,0.2436,23.55
0.3779,0.3314,0.3255,28.55
0.383,0.476,0.3541,30.07
0.7811,0.6891,0.7391,47.13
0.5443,0.5301,0.4935,24.44
0.2947,0.3669,0.3512,28.96
0.7682,0.671,0.8048,46.87
0.1757,0.1036,0.1649,15.45
0.95,0.8065,0.8631,54.48
0.5902,0.5192,0.5715,38.23
0.3501,0.3183,0.3498,22.87
0.95,0.8195,0.841,54.23
0.675,0.5427,0.5386,32.62
0.7126,0.6046,0.6574,38.78
0.6385,0.5532,0.6592,41.19
0.6915,0.5838,0.6319,34.78
0.7862,0.5887,0.6798,32.64
0.8719,0.6684,0.6948,43.9
0.664,0.5847,0.4699,36.93
0.95,0.8545,0.9321,52.52
0.3983,0.3201,0.3028,30.26
0.8916,0.8062,0.7373,49.6
0.9071,0.7563,0.7281,50.88
0.2618,0.2347,0.1765,16.18
0.8099,0.5141,0.6784,40.16
0.815,0.7518,0.7198,47.67
0.9045,0.7535,0.8486,46.59
0.1782,0.1545,0.1,13.2
0.95,0.8715,0.95,60.0
0.6534,0.5561,0.6179,41.17
0.1869,0.1265,0.1877,13.4
0.886,0.6789,0.6663,48.25
0.5973,0.5364,0.4392,36.32
0.4703,0.4463,0.4223,26.85
0.525,0.4318,0.4717,33.74
0.4524,0.3889,0.4352,22.27
0.6868,0.5534,0.6033,42.36
0.95,0.8272,0.8203,52.31
0.2479,0.3798,0.178,25.86
0.8853,0.7225,0.95,53.31
0.8296,0.7092,0.8216,41.85
0.5675,0.4843,0.5254,34.06
0.4289,0.3549,0.4006,28.26
0.682,0.6065,0.6491,43.31
0.405,0.3899,0.3783,29.84
0.4907,0.4443,0.448,26.93
0.418,0.495,0.4031,34.13
0.6943,0.6042,0.7099,44.93
0.6442,0.5472,0.5878,39.63
0.9173,0.7727,0.8164,50.2
0.4836,0.3623,0.357,23.22
0.5531,0.485,0.5444,30.83
0.95,0.7509,0.8761,56.07
0.4772,0.3334,0.4623,32.84
0.4552,0.4118,0.4098,30.32
0.5776,0.584,0.5137,40.84
0.4333,0.3405,0.3484,22.96
0.5078,0.4671,0.4183,34.97
0.5884,0.4616,0.4982,40.14
0.2851,0.2134,0.1,13.77
0.8542,0.7228,0.843,45.82
0.2391,0.227,0.2212,22.07
0.6406,0.5024,0.6143,31.82
0.9139,0.7114,0.8445,53.89
0.6003,0.5472,0.5342,38.3
0.431,0.3526,0.3832,29.95
0.3193,0.2902,0.3347,26.11
0.1,0.1047,0.1,12.45
0.5139,0.4018,0.4497,31.49
0.6213,0.5328,0.6031,30.69
0.8694,0.7593,0.8611,46.76
0.6966,0.5764,0.7031,44.09
0.2661,0.1453,0.265,15.56
0.5811,0.4712,0.5852,31.57
0.6669,0.6157,0.6596,33.2
0.3222,0.2603,0.2613,17.5
0.5826,0.48,0.5653,37.24
0.7992,0.6324,0.7271,41.67
0.2793,0.1553,0.3086,24.39
0.4184,0.3584,0.4055,29.09
0.7152,0.452,0.6144,34.37
0.7271,0.5686,0.5888,36.1
0.1554,0.3756,0.1,21.38
0.1708,0.1512,0.1855,13.68
0.597,0.6219,0.5214,33.7
0.7303,0.5378,0.6601,38.2
0.5729,0.4968,0.5828,37.19
0.8077,0.6516,0.7957,50.57
0.95,0.911,0.95,57.24
0.95,0.7121,0.9286,53.32
0.4884,0.4648,0.5638,31.58
0.6733,0.5743,0.6145,42.84
0.2211,0.2475,0.165,23.57
0.6711,0.4822,0.6489,38.58
0.3408,0.1879,0.3199,26.0
0.95,0.9407,0.9381,58.96
0.4732,0.3002,0.3337,30.0
0.2723,0.3164,0.2698,25.6
0.2917,0.237,0.2719,19.51
0.1839,0.1152,0.2026,15.62
0.8406,0.7346,0.8065,49.15
0.8263,0.6985,0.7873,51.68
0.3071,0.1861,0.2626,18.26
0.3033,0.4941,0.2784,28.18
0.95,0.9227,0.95,52.66
0.5331,0.4284,0.5134,36.31
0.6091,0.5443,0.5739,32.66
0.6593,0.6103,0.7028,38.28
0.4341,0.401,0.4639,24.04
0.8472,0.6942,0.8472,48.21
0.95,0.9085,0.95,56.18
0.95,0.8687,0.95,49.08
0.7599,0.6589,0.6995,44.52
0.1,0.1,0.1,10.74
0.1,0.206,0.1284,17.27
0.8195,0.7638,0.8253,46.8
0.95,0.8789,0.8696,54.92
0.8753,0.7495,0.8673,50.7
0.355,0.3161,0.3172,22.76
0.5177,0.4592,0.5102,27.15
0.95,0.8752,0.95,55.37
0.4395,0.462,0.4304,34.09
0.3452,0.2382,0.3248,20.37
0.4553,0.4817,0.4421,34.89
0.7772,0.6525,0.5879,46.47
0.5631,0.6326,0.4549,34.33
0.4854,0.3566,0.4468,26.25
0.3805,0.3297,0.3784,27.05
0.3134,0.2371,0.2339,18.28
0.479,0.456,0.4164,33.56
0.6239,0.5437,0.5996,38.1
0.5821,0.5018,0.553,36.75
0.6816,0.5538,0.648,37.24
0.5844,0.4611,0.432,29.15
0.7954,0.6239,0.5974,43.48
0.6352,0.5503,0.6834,36.33
0.5684,0.6088,0.501,39.37
0.95,0.6658,0.7049,49.75
0.5041,0.375,0.4041,26.64
0.4879,0.3676,0.3485,31.13
0.4874,0.3658,0.4746,32.59
0.95,0.8806,0.8221,57.7
0.7706,0.5759,0.632,34.58
0.7961,0.6597,0.7806,46.04
0.7963,0.6995,0.8005,55.55
0.5046,0.3943,0.5992,29.61
0.5396,0.6093,0.4587,31.04
0.95,0.8591,0.9326,52.6
0.8263,0.5946,0.7221,38.95
0.95,0.5826,0.7772,46.69
0.6335,0.4413,0.5849,26.01
0.5157,0.3387,0.435,24.82
0.3602,0.3463,0.3431,27.93
0.8964,0.6873,0.8335,51.97
0.5749,0.5108,0.5414,33.62
0.8549,0.7959,0.7618,50.73
0.5269,0.3965,0.4618,34.23
0.4961,0.4206,0.4577,26.69
0.9081,0.7703,0.8815,47.74
0.7858,0.6498,0.7481,41.78
0.9028,0.7306,0.854,46.57
0.5418,0.4539,0.509,34.15
0.95,0.7241,0.7675,46.92
0.95,0.8714,0.95,60.0
0.6299,0.601,0.5651,41.8
0.95,0.7788,0.8455,46.89
0.4324,0.2863,0.411,23.47
0.6042,0.5371,0.547,31.01
0.2223,0.1265,0.241,15.8
0.6448,0.5625,0.6004,40.31
0.5575,0.4642,0.5283,36.35
0.5549,0.5324,0.5314,31.26
0.5361,0.4727,0.5271,36.34
0.661,0.6086,0.6667,33.69
0.5357,0.4513,0.5058,30.62
0.8946,0.7761,0.8541,48.01
0.5971,0.4647,0.6229,33.73
0.6853,0.5733,0.6224,28.08
0.8695,0.7826,0.6293,48.14
0.3951,0.3419,0.394,22.85
0.4401,0.34,0.4096,28.73
0.9436,0.8302,0.7797,50.86
0.95,0.7362,0.8932,53.4
0.4367,0.3592,0.3795,30.28
0.8082,0.7494,0.8183,48.12
0.6746,0.6114,0.6647,40.69
0.5502,0.5212,0.4319,37.69
0.3925,0.3852,0.3797,28.32
0.6161,0.6059,0.46,32.41
0.5997,0.4862,0.5995,38.69
0.9199,0.7537,0.95,54.65
0.95,0.95,0.95,60.0
0.95,0.8526,0.9022,51.32
0.5455,0.4774,0.558,34.62
0.7557,0.609,0.7452,40.86
0.5548,0.4564,0.4411,28.52
0.5988,0.4545,0.5426,36.22
0.4219,0.2973,0.3792,22.53
0.7111,0.6188,0.682,39.66
0.8166,0.6667,0.6592,36.32
0.9306,0.7943,0.95,57.02
0.5138,0.4029,0.4146,34.26
0.95,0.95,0.95,58.6
0.9449,0.7783,0.7916,53.64
0.1797,0.1365,0.1859,13.68
0.6022,0.6515,0.6095,41.71
0.95,0.8016,0.7831,53.9
0.4802,0.3791,0.4508,23.92
0.4608,0.5286,0.4326,33.74
0.95,0.9433,0.95,60.0
0.6983,0.5969,0.6511,37.21
0.7355,0.6528,0.6391,37.17
0.1762,0.1896,0.1709,16.57
0.95,0.882,0.95,60.0
0.95,0.8005,0.9018,52.86
0.6202,0.6461,0.5574,41.47
0.7829,0.6365,0.7532,45.9
0.5823,0.4719,0.547,29.34
0.5362,0.3857,0.4571,25.9
0.3782,0.2276,0.3225,29.14
0.4759,0.4297,0.3636,26.47
0.7079,0.5289,0.5834,31.47
0.3856,0.3348,0.3636,21.77
0.95,0.8736,0.884,56.88
0.7115,0.5244,0.6012,31.12
0.3656,0.297,0.2964,20.08
0.95,0.8224,0.95,57.26
0.5748,0.4283,0.5237,30.29
0.6647,0.5098,0.6254,36.28
0.8027,0.7208,0.7789,47.77
0.8435,0.664,0.777,46.52
0.8466,0.7176,0.8102,45.15
0.6465,0.4505,0.5102,38.05
0.58,0.4894,0.5376,29.21
0.5743,0.6697,0.5145,43.27
0.3428,0.2794,0.3008,26.1
0.332,0.4467,0.3237,30.4
0.4233,0.366,0.4033,24.01
0.7241,0.6473,0.6584,37.9
0.9363,0.6625,0.8365,43.58
0.1,0.1,0.1,12.54
0.3943,0.3326,0.3583,22.04
0.4307,0.3593,0.4414,25.24
0.3748,0.2923,0.3587,21.77
0.4905,0.5057,0.4214,29.6
0.1553,0.1438,0.1718,13.39
0.1213,0.1214,0.1088,13.69
0.95,0.737,0.9126,47.39
0.4507,0.3398,0.391,32.86
0.4676,0.3918,0.4811,30.86
0.7974,0.6709,0.7492,49.9
0.724,0.6021,0.6819,43.47
0.9043,0.702,0.7823,48.22
0.7574,0.6819,0.6535,40.47
0.7253,0.6309,0.5948,38.67
0.7345,0.5829,0.6731,47.13
0.4769,0.4006,0.3906,24.57
0.6765,0.5275,0.612,29.0
0.95,0.8129,0.8949,58.94
0.4137,0.3609,0.389,29.18
0.95,0.7762,0.9129,58.68
0.4984,0.3268,0.4684,25.0
0.8978,0.7457,0.8699,46.58
0.3673,0.366,0.43,29.29
0.7839,0.6366,0.7844,48.51
0.2469,0.3443,0.1961,24.63
0.4029,0.4162,0.3801,24.58
0.6736,0.5037,0.7151,39.48
0.6472,0.5649,0.6388,33.26
0.95,0.8149,0.95,53.34
0.2779,0.3196,0.1797,23.91
0.5448,0.4653,0.512,34.5
0.95,0.9304,0.9414,60.0
0.7075,0.6126,0.6391,47.72
0.5276,0.3622,0.5476,28.72
0.7154,0.6915,0.7842,51.86
0.328,0.3252,0.2764,21.91
0.95,0.6535,0.7826,49.78
0.8534,0.7063,0.8275,46.82
0.8653,0.7582,0.859,50.7
0.5418,0.4223,0.5746,29.16
0.7054,0.6283,0.6907,33.02
0.4828,0.3723,0.3855,23.76
0.7373,0.6096,0.6233,39.01
0.6804,0.5763,0.6122,44.9
0.6577,0.5018,0.6319,39.99
0.6583,0.63,0.6173,39.54
0.7853,0.6124,0.6584,38.24
0.3515,0.2877,0.3393,21.4
0.9482,0.7939,0.9039,48.48
0.6989,0.6803,0.6051,37.52
0.1538,0.1632,0.1727,17.71
0.6633,0.5124,0.5776,44.03
0.743,0.6162,0.7508,46.21
0.5848,0.4564,0.5693,29.58
0.3406,0.3184,0.3563,21.27
0.524,0.3614,0.5015,35.07
0.914,0.7349,0.8763,46.07
0.95,0.9173,0.95,60.0
0.5962,0.4985,0.5623,34.5
0.7525,0.6077,0.7367,46.23
0.837,0.6799,0.8721,56.15
0.1,0.1,0.1,8.34
0.4962,0.4565,0.4326,28.48
0.4034,0.3262,0.3259,22.78
0.6754,0.5238,0.625,40.28
0.6577,0.5915,0.6404,41.43
0.2114,0.2382,0.2376,24.4
0.7993,0.7277,0.6702,41.58
0.3415,0.2905,0.2901,26.55
0.7442,0.5979,0.7259,44.63
0.4744,0.5663,0.5048,32.38
0.792,0.7078,0.7088,38.94
0.8575,0.7116,0.8078,48.87
0.6277,0.5173,0.56,38.57
0.4881,0.4585,0.4877,32.64
0.1873,0.2344,0.1985,21.18
0.8073,0.7305,0.7695,47.87
0.95,0.8656,0.9438,57.29
0.6565,0.5683,0.6378,40.5
0.9464,0.835,0.9041,49.7
0.8153,0.6849,0.7568,40.33
0.7567,0.6493,0.7139,45.33
0.7227,0.6256,0.6842,42.8
0.6666,0.4934,0.6196,39.94
0.95,0.935,0.95,60.0
0.8602,0.7205,0.8275,43.75
0.4307,0.352,0.4302,24.89
0.7231,0.6545,0.6416,43.77
0.7582,0.643,0.6,45.65
0.9457,0.8493,0.8818,47.52
0.7303,0.6628,0.8205,45.87
0.5554,0.5399,0.5094,29.62
0.6981,0.648,0.6679,33.42
0.7513,0.6549,0.7003,41.46
0.3002,0.4944,0.2612,29.7
0.95,0.8927,0.95,60.0
0.5701,0.54,0.4437,39.5
0.4027,0.4086,0.4178,29.84
0.1313,0.1,0.1224,12.71
0.6287,0.5113,0.5953,34.35
0.531,0.433,0.5136,25.91
0.3761,0.3159,0.2187,18.83
0.655,0.5334,0.665,34.59
0.762,0.6934,0.7616,47.45
0.4437,0.5551,0.5035,36.22
0.192,0.2006,0.1804,14.5
0.2181,0.2866,0.2365,23.59
0.4474,0.4816,0.419,32.9
0.4593,0.3671,0.4062,35.21
0.8398,0.7493,0.818,42.78
0.7291,0.6234,0.717,43.84
0.2161,0.1935,0.2112,16.82
0.9233,0.7718,0.8996,58.47
0.4093,0.3292,0.4431,27.73
0.2595,0.2299,0.2719,20.67
0.5558,0.4458,0.5584,31.86
0.8896,0.6416,0.8217,46.68
0.6285,0.5148,0.5984,31.51
